bldngId,bldngTy,mxOccpn,units,region,geometry
863,Commercial,NA,NA,Central,"list(c(-637.083264761486, -644.946111241731, -571.669748725982, -571.166115747927, -688.69579923974, -673.111401334907, -563.812562154825, -571.248381837574, -611.064458558309, -607.934321263144, -637.083264761486, 4007.43245802095, 3929.23908339152, 3930.16176634723, 3890.16493705011, 3888.68502412833, 4046.70239200034, 4048.94268708812, 3971.67039848419, 3975.50185180748, 4008.02992305739, 4007.43245802095))"
864,Commercial,NA,NA,East,"list(c(1370.84862531141, 1410.82116355212, 1406.43083657657, 1366.45829833586, 1370.84862531141, 3881.74451721255, 3880.26256357107, 3761.84285865821, 3763.3248122997, 3881.74451721255))"
865,Commercial,NA,NA,North-west,"list(c(-3368.77841681801, -3366.17276751099, -3476.27620581074, -3478.88185511775, -3368.77841681801, 5695.26483581834, 5655.34979364513, 5648.16225400879, 5688.077296182, 5695.26483581834))"
866,Residental,NA,NA,South,"list(c(710.644454064956, 710.527090453954, 797.986587841326, 798.103951452328, 710.644454064956, 2459.14376212575, 2499.14358994766, 2499.400205113, 2459.40037729108, 2459.14376212575))"
867,Residental,18,"[1380,1460,1511,1520,1521,1636,1687,1688]",North-west,"list(c(-3838.5666689327, -3837.8446900577, -3736.32104380022, -3737.75550217204, -3777.75196705659, -3776.8467721872, -3838.5666689327, 7148.24235843443, 7188.23584223497, 7186.40309547361, 7078.51529023316, 7079.04707659927, 7147.12816538639, 7148.24235843443))"
868,Commercial,NA,NA,East,"list(c(1409.5724004266, 1410.79772163435, 1370.84393692786, 1367.53106134294, 1464.1318563993, 1462.75921987425, 1409.5724004266, 3909.9858708525, 3884.51783196254, 3882.59557089085, 3951.45298044296, 3948.13608241707, 3908.15964099252, 3909.9858708525))"
869,Commercial,NA,"[834,843,880]",Central,"list(c(-2300.11881078137, -2303.85263237815, -2401.53100887451, -2410.64079252433, -2307.45053579279, -2308.80774004241, -2355.63032204493, -2300.11881078137, 2960.03063282622, 2920.20528190142, 2929.36310783971, 3007.12574013022, 3003.62246660007, 2963.64549827298, 2965.23510873949, 2960.03063282622))"
870,Commercial,NA,[1283],North-west,"list(c(-2930.70285933025, -2926.42921778793, -2997.55711999815, -2987.56099253175, -2899.31413918258, -2897.53352033884, -2867.72161359788, -2860.5256468448, -2820.8213564192, -2832.04651731662, -2925.30589823095, -2930.70285933025, 6488.74585533378, 6464.83649002779, 6452.12284607225, 6524.69102988924, 6531.15042424126, 6506.82399340097, 6508.72455937153, 6567.57545059591, 6562.72062600596, 6470.91771117612, 6464.97224759538, 6488.74585533378))"
871,Commercial,NA,NA,Central,"list(c(-277.956527567112, -237.960320320851, -239.513645402436, -279.509852648697, -277.956527567112, 4637.69145663779, 4637.14063369516, 4524.35101097649, 4524.90183391912, 4637.69145663779))"
872,Commercial,NA,NA,Central,"list(c(-391.632224319522, -394.584243381297, -472.542000364281, -475.910550420071, -398.446101215215, -398.638039395232, -434.274067337713, -433.997294149822, -391.632224319522, 4372.14687925073, 4332.25595818517, 4338.02500985106, 4422.4161491155, 4422.04443520118, 4382.04489570714, 4382.21589553446, 4375.28199095916, 4372.14687925073))"
873,Residental,8,"[950,1011,1096,1111,1278]",North-west,"list(c(-3701.42584686736, -3700.34210021966, -3625.4014926223, -3626.48523927, -3701.42584686736, 4793.39874688027, 4833.38406285005, 4831.35290140264, 4791.36758543285, 4793.39874688027))"
874,Commercial,NA,NA,East,"list(c(1383.50079570532, 1367.12524770139, 1360.76779209496, 1419.19807364288, 1423.8664532413, 1383.50079570532, 4293.60137455205, 4295.85982931605, 4380.38489018279, 4373.11048832862, 4288.03429297761, 4293.60137455205))"
875,Commercial,104,[897],Central,"list(c(-2053.5574692699, -2056.60533231646, -1963.2745326106, -1974.58725681792, -2014.18931361051, -2009.88405480552, -2053.5574692699, 3378.57340244934, 3418.45711505047, 3425.58933712754, 3345.98948716315, 3351.61772825578, 3381.91086973566, 3378.57340244934))"
876,Commercial,NA,NA,East,"list(c(791.223561003728, 831.000686579948, 824.873382389732, 855.417090858622, 870.243956522621, 778.105074349521, 791.223561003728, 4624.57181130182, 4620.35514426568, 4562.55438690705, 4574.74444463873, 4537.59388536189, 4500.82106538275, 4624.57181130182))"
877,Commercial,NA,"[1773,1789,1792]",North-west,"list(c(-3809.59789727816, -3849.38411759174, -3837.3870301118, -3797.60080979822, -3809.59789727816, 5717.36760616764, 5721.49757870501, 5837.07189821432, 5832.94192567695, 5717.36760616764))"
878,Residental,6,"[182,358]",South,"list(c(253.422316937126, 256.41421352429, 166.798915783364, 166.539755805294, 253.422316937126, 1243.21321124252, 1177.16993827546, 1178.22417905347, 1245.91727601518, 1243.21321124252))"
879,Residental,5,"[580,738]",Central,"list(c(-1203.13672871481, -1163.14818991301, -1161.33651984856, -1243.84905085295, -1245.29428582522, -1202.27092676787, -1203.13672871481, 4352.4205028642, 4353.37798106109, 4277.71459895654, 4274.73140124126, 4314.70528391326, 4316.26077112085, 4352.4205028642))"
880,Commercial,NA,[387],South,"list(c(923.606774338825, 917.206590016377, 829.117202947204, 819.252155745488, 898.957958843153, 895.073338285271, 899.15884461575, 989.361925486743, 989.735568657439, 932.288118685394, 925.576656632549, 950.287902330122, 949.772325780642, 904.413456283633, 923.606774338825, 1552.89314576282, 1513.40849506614, 1527.68716548987, 1606.71975842527, 1596.79029257312, 1557.51821517266, 1596.76732686357, 1587.37793581622, 1417.70490155874, 1417.69679472827, 1504.30989489004, 1506.22471594446, 1551.28276636071, 
1556.00424770104, 1552.89314576282))"
881,Commercial,NA,NA,Central,"list(c(-1956.7447226156, -1955.87679971884, -1850.36489669277, -1851.23281958953, -1956.7447226156, 5837.82414338538, 5877.81472614989, 5875.52478211342, 5835.53419934891, 5837.82414338538))"
882,Commercial,NA,NA,Central,"list(c(-1373.3981922282, -1178.80107147362, -1179.89727885838, -1488.08424103813, -1489.49692110643, -1373.3981922282, 5791.49749500505, 5792.4210093102, 5752.43603301448, 5747.41963009289, 5787.39467649717, 5791.49749500505))"
883,Residental,15,"[1433,1438,1481,1485,1529,1578,1589]",North-west,"list(c(-4494.0713457094, -4423.85725703303, -4418.19502227924, -4441.48785262271, -4437.78938075263, -4532.32490676413, -4525.18523788081, -4494.0713457094, 5163.73715242774, 5173.77747208106, 5134.1802613511, 5130.84948448441, 5110.26570985681, 5093.27966186498, 5159.28799658239, 5163.73715242774))"
884,Commercial,NA,NA,North-west,"list(c(-2636.76584602002, -2441.87045089204, -2254.2850408111, -2259.39876334338, -2445.2425091791, -2907.77248295911, -2907.68871781814, -2636.76584602002, 5851.03095040793, 5843.57047150583, 5819.95711902044, 5780.28534263139, 5803.68326531496, 5814.08822151466, 5854.08813380708, 5851.03095040793))"
885,Residental,1,[460],Central,"list(c(-2645.73126454006, -2647.40107784899, -2285.41615091537, -2281.07742156696, -2645.73126454006, 3232.17227916429, 3272.13741051042, 3297.674008475, 3257.91001184939, 3232.17227916429))"
886,Commercial,NA,NA,Central,"list(c(-1746.1378206027, -1827.04739619743, -1832.2582110882, -1792.35739552454, -1786.29036726489, -1786.40297659067, -1746.40323640416, -1746.1378206027, 4831.63992934338, 4836.05723964365, 4909.91396486084, 4912.72908783416, 4873.89165277268, 4905.13491627039, 4905.27908634962, 4831.63992934338))"
887,Residental,4,[1089],Central,"list(c(-2254.32900172838, -2253.2710884881, -2155.71651432525, -2156.77442756553, -2254.32900172838, 5779.89255337092, 5819.87856116835, 5817.29755142665, 5777.31154362922, 5779.89255337092))"
888,Commercial,104,[1349],Central,"list(c(-1149.14080900914, -1150.83308450184, -1190.82684299677, -1194.78826537418, -1297.75621755159, -1299.91281268017, -1339.85083507797, -1335.76554924656, -1158.18701416854, -1149.14080900914, 4697.43389588824, 4598.71054515008, 4599.41714365621, 4762.8025982239, 4755.75530448045, 4717.05974850226, 4719.28558923179, 4792.58743642663, 4804.83631784078, 4697.43389588824))"
889,Residental,3,[212],South,"list(c(821.208898499387, 826.284343962588, 748.525402484583, 750.452324283894, 764.103171842148, 655.805806219824, 576.510198080045, 573.101472782105, 656.822475838837, 818.211708954045, 821.208898499387, 527.13571610486, 480.318945911535, 484.069184906213, 524.022745102763, 523.364377848139, 539.178933447544, 532.396838710544, 572.251331454062, 579.411926946395, 554.782301057358, 527.13571610486))"
890,Commercial,NA,NA,Central,"list(c(-1454.26544059043, -1460.95228809069, -1532.56074640214, -1525.87389890189, -1454.26544059043, 5292.43265533088, 5252.99553993804, 5265.13727078441, 5304.57438617725, 5292.43265533088))"
891,Commercial,NA,NA,Central,"list(c(-1479.92465341964, -1480.53646753639, -1440.53751133906, -1440.2229026042, -1375.48177430009, -1374.06909423179, -1479.92465341964, 5807.74543590698, 5892.43244375555, 5892.72141282741, 5849.17342714193, 5851.46131695773, 5811.48627055344, 5807.74543590698))"
892,Residental,5,"[637,812]",Central,"list(c(-2318.64467443602, -2323.179639152, -2319.08781591372, -2396.91624174039, -2394.02701812146, -2307.47646272844, -2208.412739144, -2198.27183279292, -2318.64467443602, 2727.13699126841, 2766.26160225433, 2727.1006272749, 2718.96854778599, 2802.39533319717, 2807.19358889477, 2791.39078392099, 2734.32488089158, 2727.13699126841))"
893,Commercial,NA,[394],South,"list(c(905.401046939217, 908.300852039467, 901.055932886438, 900.940400387394, 822.148213380217, 824.544027452583, 905.401046939217, 1016.55412866749, 976.659378005518, 976.132771041889, 949.252493365858, 949.591145309107, 1010.67692443365, 1016.55412866749))"
894,Residental,14,"[529,595,701,735,741,786]",Central,"list(c(-2182.54147967557, -2221.89451380261, -2296.57360664285, -2291.21610891382, -2251.25947879784, -2252.57317134061, -2222.17511952151, -2219.84071177456, -2350.15130013228, -2304.27822734439, -2301.81985862313, -2408.72737398757, -2379.57119865411, -2279.19004770591, -2176.47430190735, -2182.54147967557, 3164.32268753741, 3033.66880281037, 3024.91965559668, 3139.87508224754, 3138.01290347666, 3070.34817390482, 3170.6274501781, 3201.03000860532, 3190.01711643551, 3190.2461067125, 3150.32172289471, 
3143.73882626094, 3227.04445643654, 3237.99724495393, 3243.33961456202, 3164.32268753741))"
895,Residental,4,"[96,321]",South,"list(c(593.895262079809, 633.868743117249, 617.168773363607, 592.765002537826, 554.015280426851, 577.886366995732, 593.895262079809, 2338.65154530636, 2337.19524391262, 2152.81733124446, 2057.51626933024, 2067.438922016, 2160.65975724272, 2338.65154530636))"
896,Residental,24,"[1355,1393,1400,1403,1427,1504,1576]",North-west,"list(c(-4106.76423817, -4187.81818858062, -4171.80940964491, -4132.77574540168, -4137.70865827319, -4054.430465266, -4093.03122571498, -4096.87760603355, -4003.58930683364, -4021.25916272202, -4106.76423817, 5439.26756263097, 5438.09130280892, 5509.5948267607, 5500.85565885141, 5478.82270711433, 5485.65876012041, 5483.70358750201, 5523.51822499182, 5532.53054560096, 5449.29132888529, 5439.26756263097))"
897,Residental,8,"[1420,1572,1573]",North-west,"list(c(-4262.85384531827, -4263.06877132613, -4455.49790801173, -4457.25138414024, -4262.85384531827, 4860.29993009871, 4820.30050751773, 4816.89567755694, 4856.85722559335, 4860.29993009871))"
898,Residental,17,"[934,975,985,989,1058,1267]",Central,"list(c(-640.629052471277, -640.510775425836, -549.329706158915, -553.506584699509, -593.450364796334, -591.502387243716, -640.629052471277, 6201.39118723632, 6241.39101236769, 6241.12139550218, 6162.42340878943, 6164.5434162367, 6201.24592268088, 6201.39118723632))"
899,Residental,12,"[585,660,705,723,794]",Central,"list(c(-1565.88748242063, -1525.90005171922, -1528.20628339039, -1568.19371409181, -1565.88748242063, 2863.50366475213, 2862.50097541854, 2770.52804218522, 2771.53073151882, 2863.50366475213))"
900,Commercial,NA,NA,North-west,"list(c(-3117.29215263293, -3157.28330019754, -3155.56807963616, -3084.13832684482, -3090.5591155237, -3117.02741867636, -3117.29215263293, 6499.04065596872, 6499.8821525318, 6581.39601911879, 6589.38455006271, 6509.49456243187, 6511.6218300191, 6499.04065596872))"
901,Commercial,NA,NA,Central,"list(c(392.557816729455, 390.066461811369, 350.079924726208, 351.53282685003, 317.7932127015, 318.802498707883, 392.557816729455, 4692.20855205664, 4596.20851522483, 4597.24622999153, 4653.23129112729, 4654.08288526953, 4694.07015001416, 4692.20855205664))"
902,Residental,3,[157],South,"list(c(90.1566237097681, 130.139420627282, 127.483194571584, 87.5003976540704, 90.1566237097681, 465.322681785426, 464.149672555776, 373.610447230443, 374.783456460093, 465.322681785426))"
903,Residental,5,"[37,48,315]",South,"list(c(-1265.2949574081, -1274.98241843553, -1169.07326903294, -1181.84172949597, -1215.36774634343, -1313.80505112174, -1313.69086311886, -1314.66242397918, -1418.49786900639, -1413.59132463015, -1298.66502122066, -1296.09333267938, -1243.55619668171, -1217.88774030463, -1265.2949574081, 1519.11551260073, 1557.92470093084, 1584.3615011174, 1502.49792432374, 1407.94589352313, 1408.61757621299, 1425.35220316015, 1408.58662328783, 1400.36692050925, 1452.34260281063, 1467.71898786149, 1448.49765224896, 
1448.13916737472, 1530.94919394965, 1519.11551260073))"
904,Residental,1,[220],South,"list(c(-1489.94628147287, -1438.81051762401, -1432.82924112594, -1438.7683817495, -1540.62149518521, -1545.30873403801, -1475.55373210435, -1476.60539391855, -1487.63503836026, -1484.47893641491, -1524.41375753638, -1530.24412150448, -1489.94628147287, 1561.81753083313, 1556.65457352756, 1461.35736940463, 1398.44325663555, 1386.42521249241, 1426.14963560888, 1434.3802990041, 1520.26719459592, 1521.38081017652, 1466.16272773771, 1463.88017171508, 1565.88622976182, 1561.81753083313))"
905,Commercial,NA,NA,Central,"list(c(451.635856881604, 411.640923287873, 410.152392401736, 450.147325995468, 451.635856881604, 4800.42030047735, 4799.78367905688, 4893.29874472819, 4893.93536614867, 4800.42030047735))"
906,Residental,11,"[194,196,210]",East,"list(c(1074.73275801392, 1078.01107297561, 874.083778099797, 874.616198744501, 1074.73275801392, 4585.45441874162, 4545.58898696154, 4538.30535965424, 4578.3018161005, 4585.45441874162))"
907,Residental,7,"[154,250,256,279]",East,"list(c(2204.13821886689, 2209.25727406811, 2260.22426854092, 2258.25168252094, 2172.66725710026, 2162.21681723421, 2267.19384282757, 2268.22764226929, 2204.13821886689, 5018.85899491187, 4946.53101442969, 4944.01453308835, 4904.06320139098, 4908.28890886907, 5057.7885407977, 5060.50257714877, 5020.51593864646, 5018.85899491187))"
908,Residental,9,"[956,1012,1220,1255]",North-west,"list(c(-2816.98067709261, -2820.77563210789, -2860.29702528825, -2858.3422273879, -2902.3911773766, -2900.77417074504, -2981.93685180617, -2963.16772273203, -2810.54284676781, -2816.98067709261, 6587.36048782447, 6563.04922902582, 6569.21846569525, 6581.74130126592, 6573.18825680878, 6551.09706074561, 6545.15620570382, 6599.29464682895, 6628.60254695248, 6587.36048782447))"
909,Commercial,NA,NA,Central,"list(c(-1890.75339646747, -1930.72377301625, -1923.90266530061, -1883.94114120756, -1890.75339646747, 3535.74281076408, 3537.2819659052, 3705.0090871531, 3703.25506544273, 3535.74281076408))"
910,Residental,7,"[971,1071,1086]",Central,"list(c(-2439.80325353047, -2434.90652237128, -2332.50430024934, -2337.40103140853, -2439.80325353047, 5863.46705902087, 5903.16620289015, 5890.53529695712, 5850.83615308783, 5863.46705902087))"
911,Residental,11,"[1440,1503,1541,1614,1722]",North-west,"list(c(-4566.12915445658, -4606.12295781977, -4607.75710789187, -4567.76330452868, -4566.12915445658, 7200.72855357609, 7200.02449921319, 7292.85238310015, 7293.55643746305, 7200.72855357609))"
912,Commercial,NA,"[1746,1778]",North-west,"list(c(-4005.83944917793, -3991.02036956461, -3884.55731753206, -3888.20970318175, -3957.85818496108, -3965.64425319473, -3961.92666844053, -3891.15002983705, -3887.0809754174, -3997.90908420448, -4005.83944917793, 5111.4801111042, 5199.87504690676, 5190.11316403432, 5150.2802620679, 5156.66651822338, 5111.35034197538, 5072.50665647027, 5079.74405089818, 5039.95155416663, 5028.61862351581, 5111.4801111042))"
913,Residental,10,"[1675,1699,1700,1733]",North-west,"list(c(-4638.10924406479, -4636.24368860287, -4604.48153819558, -4605.62852495094, -4565.63818606148, -4563.54960585488, -4638.10924406479, 4674.68987179649, 4714.64634439879, 4713.16337932916, 4765.34063026406, 4766.21971814675, 4671.2087051358, 4674.68987179649))"
914,Commercial,NA,NA,North-west,"list(c(-2796.26861289043, -2789.98155917284, -2704.53441127455, -2704.27328482486, -2799.12638256488, -2796.26861289043, 6590.37052519317, 6630.64667850568, 6633.98510366209, 6576.45891374658, 6572.06306756513, 6590.37052519317))"
915,Residental,2,"[509,590]",Central,"list(c(-1552.08008451592, -1556.55551331584, -1478.00634333817, -1477.64339757419, -1395.81630037449, -1391.74766825531, -1552.08008451592, 3853.50032647605, 3911.07671289301, 3913.13021472349, 3899.24705762839, 3907.61355940534, 3867.82101949295, 3853.50032647605))"
916,Residental,17,"[931,953,1005,1067,1121,1167]",Central,"list(c(150.341935872369, 110.343827591565, 111.074963411479, 181.089659646188, 184.14188482277, 150.341935872369, 4014.74473704125, 4015.13375369517, 4090.30804096014, 4090.37714498146, 4018.29209276705, 4014.74473704125))"
917,Commercial,115,"[840,841,847,870,889,898]",Central,"list(c(-1560.49096570959, -1454.56563077236, -1448.97179057644, -1653.61863808362, -1811.31271847621, -1815.26331090421, -1778.45912314437, -1815.29376960551, -1822.22893655691, -1743.55545049346, -1736.90407906533, -1774.43504225881, -1772.82683747425, -1560.49096570959, 4278.34081513047, 4293.30106040328, 4253.69412979938, 4231.93382046986, 4232.56747931755, 4333.57212712448, 4335.01164845978, 4334.05337972223, 4413.27451399363, 4403.71741004712, 4316.02443786722, 4313.1777744454, 4272.06086329186, 
4278.34081513047))"
918,Commercial,NA,NA,South,"list(c(768.565862274538, 775.870638892518, 735.968850867154, 731.293328856857, 681.794409942315, 681.52452208457, 768.565862274538, 1954.22832032969, 1850.1791009522, 1847.37779547459, 1913.9759189759, 1913.64193244384, 1953.64102194028, 1954.22832032969))"
919,Residental,4,[61],South,"list(c(1051.51303139681, 1011.52374675818, 1010.35610357608, 1037.66388835137, 1010.35572966154, 1009.38403107718, 1074.81010446707, 1077.7238930201, 1050.34119944517, 1051.51303139681, 1328.28539096763, 1327.35958640389, 1500.45097001458, 1500.24636688746, 1500.64031021389, 1585.56047162841, 1580.33039251127, 1499.29652914511, 1498.31191140907, 1328.28539096763))"
920,Residental,3,[262],South,"list(c(372.532706668025, 374.48877597253, 453.260365307916, 458.768965458384, 372.532706668025, 1079.48865728654, 1151.57746557213, 1141.80191816337, 1082.91761432125, 1079.48865728654))"
921,Residental,7,"[35,69,342]",East,"list(c(2080.50976258978, 2004.72185294701, 2003.60137943229, 2080.73364053268, 2080.06059053648, 2138.85519746591, 2139.79719943923, 2179.78999861064, 2178.1051967928, 2080.50976258978, 4310.15705518534, 4312.20437481242, 4389.31003053681, 4387.93503076372, 4350.17948414002, 4350.30542152684, 4399.943725169, 4399.18476902075, 4310.40501422217, 4310.15705518534))"
922,Residental,12,"[11,113,211,223,354]",South,"list(c(-286.677619051959, -286.728491862689, -397.249570548844, -397.198697738115, -286.677619051959, 1242.52633528107, 1202.52636763161, 1202.66693069324, 1242.66689834269, 1242.52633528107))"
923,Commercial,NA,"[1279,1307]",Central,"list(c(-534.089202954587, -573.795789943589, -584.511065189224, -777.326094371372, -955.411365251043, -962.776197145715, -1002.61011332947, -992.14592126168, -875.787277085211, -775.002313924553, -548.55452804398, -534.089202954587, 3525.49032130577, 3520.65431575523, 3608.63333153707, 3628.86031225523, 3626.74418241059, 3546.17694561024, 3549.81825326892, 3664.2907968799, 3672.36683647879, 3668.80314272377, 3644.25955822737, 3525.49032130577))"
924,Residental,8,"[718,727,793]",Central,"list(c(-1280.34763244345, -1256.70456971563, -1347.91520570994, -1345.53468723337, -1300.08247619057, -1336.57615947689, -1297.00973606506, -1280.34763244345, 3561.13796368278, 3351.06593273294, 3356.50378625573, 3396.43288757022, 3393.7230888363, 3667.51449807126, 3673.38800966113, 3561.13796368278))"
925,Commercial,NA,NA,Central,"list(c(-1956.80448466956, -1955.2597873298, -2026.39383613689, -2026.93681822191, -1959.03383605049, -1956.80448466956, 4869.75965841605, 4841.9215366971, 4844.00391133188, 4913.57389105078, 4909.93643188419, 4869.75965841605))"
926,Residental,6,"[45,158]",South,"list(c(1242.48980907877, 1282.22062245375, 1291.92517837, 1252.19436499501, 1242.48980907877, 1383.50027444414, 1388.13303480509, 1304.90621753961, 1300.27345717866, 1383.50027444414))"
927,Residental,6,"[152,242]",South,"list(c(-1505.67626817386, -1498.15507795435, -1585.61487258288, -1545.14893447777, -1542.89878593119, -1634.86903114084, -1631.35776970624, -1505.67626817386, 1799.36261966183, 1760.07608637519, 1743.33239084063, 1745.61236045388, 1705.67570020895, 1700.49382690464, 1775.30158904859, 1799.36261966183))"
928,Commercial,NA,[1772],North-west,"list(c(-4130.57124181207, -4090.65168452048, -4085.02240539582, -4085.40358324019, -4045.4170723151, -4043.17927546371, -4122.80263224963, -4130.57124181207, 6742.06125217847, 6744.59678873779, 6655.96926345057, 6696.41401215246, 6697.45273446244, 6611.30681520473, 6619.75204966888, 6742.06125217847))"
929,Residental,12,"[1013,1015,1056,1110,1134,1251]",Central,"list(c(-593.462927016499, -553.509097143542, -558.840883787482, -575.409724471244, -558.851261690688, -557.771482705157, -605.533479787923, -616.645246297309, -598.480786615462, -593.462927016499, 6164.29505951061, 6162.37373744421, 6051.4994076186, 6052.29617927533, 6050.86646250661, 5980.12268936887, 5985.88396469279, 6057.11525701411, 6059.94883237371, 6164.29505951061))"
930,Commercial,NA,[879],Central,"list(c(-2215.88574972854, -2274.51952149282, -2279.04849747955, -2213.34135743317, -2208.26938127158, -2168.44246404886, -2176.53343739843, -2215.88574972854, 4204.37808187652, 4197.69634094305, 4237.43911860782, 4244.92692084293, 4299.27100680137, 4295.55392938291, 4208.86256152384, 4204.37808187652))"
931,Residental,7,"[141,257]",East,"list(c(564.23997955807, 604.207134491697, 607.343644012301, 567.376489078674, 564.23997955807, 3576.66293856832, 3578.28359476612, 3500.93383845695, 3499.31318225915, 3576.66293856832))"
932,Commercial,NA,"[1749,1764,1791]",North-west,"list(c(-3241.34423802437, -3249.95997398853, -3248.99110193733, -3191.94524968357, -3209.89223157479, -3249.56167681179, -3241.34423802437, 6141.45673829407, 6141.55016792975, 6230.89597041692, 6234.90343450034, 6072.80284115953, 6077.93461615351, 6141.45673829407))"
933,Commercial,NA,NA,Central,"list(c(-1348.12904561775, -1343.89189670882, -1308.6046336067, -1310.40871670117, -1270.43972150683, -1266.81346024013, -1348.12904561775, 5035.3613073275, 5075.13625634221, 5071.37717199249, 5117.17073557371, 5118.74535398936, 5026.6989142284, 5035.3613073275))"
934,Residental,12,"[38,108,138,245]",East,"list(c(1444.11614218635, 1447.31976349563, 1389.07605778089, 1387.28125884737, 1427.26615981693, 1427.90251195945, 1444.11614218635, 3343.68352335565, 3303.81201961543, 3299.13221676737, 3364.43524058006, 3365.53419210523, 3342.38078013247, 3343.68352335565))"
935,Commercial,NA,NA,South,"list(c(438.371891046239, 434.502200393273, 354.285419920783, 356.217898048044, 395.707208062852, 394.471326866711, 307.492171052065, 308.863274574333, 268.874969200172, 266.514333438565, 432.166184976175, 438.371891046239, 1550.3495360477, 1338.26189082723, 1342.14185081528, 1382.09514264821, 1380.18510659453, 1613.69707936535, 1614.54001228246, 1557.85126855047, 1556.88409054054, 1654.48538290176, 1653.05485294904, 1550.3495360477))"
936,Commercial,NA,[424],South,"list(c(15.5894965696001, 55.4962574513184, 63.6189560356197, 23.6255161927114, 15.5894965696001, 1350.73904519988, 1353.46859386758, 1167.05489107308, 1166.33048129148, 1350.73904519988))"
937,Commercial,NA,[858],Central,"list(c(-1087.94133289097, -1090.63956792755, -1089.26686203995, -1129.12572810329, -1138.15410942798, -1052.16190785845, -1047.92133176561, -1050.11142137486, -1130.65202213058, -1129.0920049954, -1089.09824650046, -1089.92153114046, -1087.94133289097, 4695.88102778812, 4765.0318868738, 4701.45282967082, 4698.09562902976, 4805.28643484228, 4804.82678604362, 4696.1485293823, 4610.72221760233, 4608.78208448354, 4697.07967924296, 4696.37308073683, 4649.77484032351, 4695.88102778812))"
938,Commercial,NA,NA,Central,"list(c(227.502627197839, 229.739628109573, 304.773578214427, 303.667060616383, 215.522226559509, 227.502627197839, 4563.05846659791, 4578.61547314206, 4584.47483039284, 4488.30550804207, 4479.74192874833, 4563.05846659791))"
939,Residental,NA,NA,Central,"list(c(-2267.72605751271, -2272.25503349945, -2166.19921339307, -2161.67023740633, -2267.72605751271, 4138.08217444589, 4177.82495211066, 4189.91077727787, 4150.1679996131, 4138.08217444589))"
940,Commercial,NA,NA,South,"list(c(873.322193738814, 906.243962856851, 912.176455254045, 841.590662038742, 831.609534682012, 873.322193738814, 1500.26080942667, 1494.92442207465, 1418.36412058425, 1422.59463567503, 1507.02213824261, 1500.26080942667))"
941,Commercial,NA,NA,Central,"list(c(-1532.7381831962, -1533.933603261, -1628.3149038958, -1627.11948383099, -1532.7381831962, 5305.25565836814, 5265.27352522259, 5268.0954181944, 5308.07755133995, 5305.25565836814))"
942,Commercial,NA,NA,Central,"list(c(-1926.87889396737, -1929.52778472574, -1843.93735390868, -1843.72278771147, -1926.87889396737, 4632.48699940495, 4729.61905824858, 4725.55503374742, 4632.7094849448, 4632.48699940495))"
943,School,418,[450],Central,"list(c(-2643.22654457665, -2644.89635788559, -2551.66880961199, -2549.99899630306, -2643.22654457665, 3172.22458214509, 3212.18971349122, 3216.08492403159, 3176.11979268547, 3172.22458214509))"
944,Residental,7,"[638,702,706]",Central,"list(c(-1187.9421382351, -1190.58677352958, -1212.35134803169, -1209.71126406062, -1249.68795935612, -1253.80551577503, -1151.82332444972, -1147.88719489021, -1155.09559308846, -1253.13687671237, -1364.67501662599, -1381.60714465595, -1260.58828879478, -1264.21291125392, -1331.78582221518, -1252.11926727509, -1192.09934306288, -1187.9421382351, 2523.08991314145, 2603.60370789477, 2604.5793243312, 2527.27191804197, 2525.90669525761, 2646.47771136302, 2641.90626880757, 2522.07396976134, 2436.00021524826, 
2428.97064000639, 2442.67166733657, 2526.61802352632, 2515.60653008858, 2475.77109219681, 2481.91954452124, 2469.14628919939, 2473.44972707439, 2523.08991314145))"
945,Residental,12,"[491,516,518,664,688]",Central,"list(c(-1050.191248102, -1090.18804365077, -1088.69302852036, -1048.69623297159, -1050.191248102, 3432.97702926992, 3433.48333533345, 3551.58544554017, 3551.07913947664, 3432.97702926992))"
946,Commercial,NA,"[425,431]",South,"list(c(-273.513649930492, -271.888077650709, -307.08490081182, -311.966596769898, -351.700721432297, -342.882355716219, -273.513649930492, 1818.50332236071, 1778.53636707558, 1777.10480993897, 1734.97657782527, 1739.58085163478, 1815.68189539923, 1818.50332236071))"
947,Residental,13,"[918,1014,1043,1059,1084]",Central,"list(c(-2155.54038708081, -2155.46970622831, -2057.03141482665, -2057.10209567915, -2155.54038708081, 5777.29413143517, 5817.29406898784, 5817.1201261574, 5777.12018860474, 5777.29413143517))"
948,Residental,11,"[1378,1540,1559,1686]",North-west,"list(c(-3746.45930960758, -3769.52383277817, -3873.30563661666, -3949.80530752407, -3945.23741417042, -3871.62429643377, -3804.01612478838, -3786.23651234323, -3778.55797524319, -3950.73039275462, -3953.86578659758, -3738.47815643019, -3746.45930960758, 6745.74399726423, 6595.18640171048, 6592.01214531499, 6600.80573065002, 6640.54405409616, 6632.0822760922, 6634.15013060325, 6750.08666027139, 6935.82698883117, 6924.33281572, 6964.20974270102, 6977.68507352284, 6745.74399726423))"
